Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Summary,Text,Sentiment,Timestamp
104718,B004R8FKO2,A1ZH9LWMX5UCFJ,"K. Stuckey ""kateling""",0,1,4,delicious,"This peanut butter is indeed very delicious and creamy. I use it in cookies, eat it on sandwiches and with apples. It tastes as close to shelled peanuts as you can get from a jar. I'm not sure if it is the oils but there is a slight aftertaste though.",positive,2012-08-10
52462,B0047XC5QI,A1T7IJBLN405VZ,slee15,0,0,1,Price outrageous,know you have undoubtably lost your minds. $18.88 for a can of choplets????  You can buy them all day for $6.49 at the health food stores.,negative,2012-03-08
434564,B001B214D8,A1DOGSHOIB3INU,Murph,2,3,1,Candy  made in China?,"This candy interested me - something different for trick or treat - because it was mentioned in an article in ""People"" magazine (I have written to the Editor of People).  We live on Harbour Island (Tampa), a neighborhood with many children, so it is fun to put forth an extra, creative effort each year. So I looked on-line and found these Fish Kabobs were available from a company through Amazon.  Amazon's products have always been well-packaged; sent on time; and to my satifaction.  What a surprise when I received these and found they are made in China!<br />Apparently, to send them back, it must be done through that seller - who has some odd practices.  The return postage had to be my responsibility (more than $10 sent the cheapest way); there is a 15% re-shelving fee!; and the man at TheOnlineCandyShop was nebulous as to the return address.  He thought it was on the package, but the one on the package was not right.  He gave me a different one, and I can only hope that is correct.<br />If I do receive a credit to my card, it will be very small at this point.  I was tempted to just throw the candies away.",positive,2010-10-27
371148,B009PICJTS,A09229701Z8W88AD38877,Kristi Greene,0,0,5,One of the best I've had,"I am an avid tea drinker and enjoy my tea warm and cold, depending on the mood.  This green tea mix is some of the best I've had.  It dissolves quickly and really goes down even quicker!  The only green tea I've had that tasted this good was at coffee shop in London.  I actually remember talking to the properitor at the time asking her if there was any way she could send me some of her tea, she said no : (.  When I tasted this tea for the first time, it took me right back to London, wonderful!  If you enjoy mixing your own tea and adding your sweeteners, this is the tea for you!",positive,2012-10-18
102063,B0038B3A5K,A2UV52YIVE3QDU,erinbr,2,2,5,Safe alfalfa?,"Love the taste and the nutrition of these..  great product.<br /><br />Regarding the concerns about alfalfa use, I emailed the company, and within a few hours they nicely described how the alfalfa they use is safe:<br /><br />Thanks for taking the time to write in with your questions and feedback.  We chose to add alfalfa into our products because of all the amazing benefits from it. We harvest the alfalfa leaves for our greens. Alfalfa is one of the world's deepest roots plants absorbs many trace minerals and nutrients from the soil. It's root structure that can grow up to 20 ft. deep, letting it absorb minerals in the sub-soil that many plants can never reach. It also contains all essential amino acids and is a great source of Vitamins A, D E and K. The alfalfa leaf also contains:<br /><br />. Calcium- bone and tooth formation, muscle contractions, heartbeat.<br />. Phosphorus- needed for normal bone and tooth structure. Interrelated<br />with action of calcium and Vitamin D. Improves nourishment of nerve and tissue.<br />. Silicon Magnesium- constipation, steadies the nerves, has protective<br />effect on skin and body, stimulates brain function<br /><br />To add to that, we don't produce or incorporate ANY alfalfa seeds or sprouts into our products.  The negative info you've likely seen only refers to the seeds or sprouts.  Whole Leaf alfalfa has long been revered for it's incredible green leafy vegetable properties and incredible trace minerals.  There isn't any controversy about it that I've ever heard of.",positive,2012-06-12
293458,B008MUOR9K,AWBHFGKLK3E1F,Sushi Fan 99,4,5,2,Easy to use but...,"S&B Wasabi is very easy to use.  It is packaged in a nice squeese tube.  However, the so-called wasabi just tastes like horseradish made with green food coloring.  If you are a picky fan of sushi as I am, it might be best to look elsewhere for the wasabi experience that you are looking for.",positive,2010-06-18
64435,B001IZM8Y2,A2I62XGIKNK1EP,tan - k,4,5,2,poor quality for the price,I've tried many different brands of dried fruit and this one was one of the poorest quality.  More than 1/2 of the slices in the package have seeds and they don't come off easily. I either had to cut or bite off the pieces with seeds.  Definitely not worth the money. Some of the other brands on here with individually packaged fruit might be more costly per pound but are much better quality.,neutral,2009-08-08
133617,B000W5JAXQ,A2P3FVHHK39T1G,Alan Grover,1,2,5,It's Sushi Good,We decided to try the Kewpie mayonnaise as the base sauce for our favorite sushi recipe. It's perfect adding just a slight tart flavor. Nothing else can match it. Mmmm Mmmm.,positive,2011-12-21
181739,B001J9QBU4,A8INT3NMHRUS4,"Kimberly J. Karas ""a New England mom""",0,0,4,Didn't buy on Amazon but,"Since getting my Keurig machine I have been experimenting with variety of K-cups.  I didn't get this on amazon but caught it on sale at the local market.  It's a good basic cup of coffee.  While trying to figure out flavor preferences (with things like caramel, blueberry, etc.) it's nice to have a basic that you can rely on.  Some of the flavors aren't strong enough and some of the other brands or roasts are way too strong.  Nantucket blend is a happy medium.",positive,2012-10-24
567998,B0030VJ8YU,A1KO0740YE5W9X,Elizabeth,3,3,1,ARG!  Recipe has CHANGED!,"My son loved the original recipe Chick Chick but Happy Baby has now changed the recipe.  My son retched upon the first bite of the new meal.  Why do companies try to ""improve"" upon something that already works.  I'm guessing to cut corners somehow (ie. cheaper ingredients).  It's a shame.  I now have a case of the new recipe that won't be eaten.",positive,2012-04-24
274455,B000EICPAG,A1CSBGMOLVPL2S,hunbaar,1,1,5,"Smells like death, tastes like heaven","Title says it all. I must admit I am not the most diverse of persons when it comes to world cuisine but I try to keep an open mind. Tasted this in a Thai restaurant and loved it! Now adding to this to every food I can find including simple cooked rice. Family and friends still cannot endure it (boring white people bah) but they'll learn. I cannot believe fermented anchovies can taste so good for let's admit it does not sound appetizing at all. This gave me a new direction, with your permission I will now pickle some eggs for a century... oh wait!",positive,2012-09-19
20069,B000NY8OLU,A2KJ7K6MG4PIDK,Gail,0,0,5,A staple in my kitchen!,"I have been using this for literally decades, having found it first in the military commissaries I shopped in. I can't imagine making whipped cream without it. Leftover whipped cream is usable for a couple days if you put Whipit in the partially whipped cream. I have filled sponge cakes with flavored whipped cream (like a jelly roll style dessert), topped chocolate pots de creme for a party and had still-attractive edible leftovers (yay!), and at the holidays I can whip all the cream for pies at once instead of again the next day for the leftover pie. NOTE: It does give the whipped cream a bit denser consistency, but I actually like that. Partially whip 1 c. heavy cream + 1/2 tsp to 1 tsp vanilla extract. When volume starts to increase, sprinkle 1/4 c. to 1/3 c. powdered sugar and a packet of Whipit over it. Continue whipping JUST until max volume. If you notice volume decreasing, stop immediately!",positive,2012-10-18
166375,B0002AQKCU,A29R0SOFYZ0374,Robert M. Renicker,1,1,5,These are great!,These are the most liked cat treats I have found.  My cats love all the Temptations flavors.,positive,2007-11-09
478361,B000R7VI34,A1NDBHPZ8BHOU,"J. Jones ""Pixie's mommy""",1,1,5,Only way to get these where we live!!!,"All the local grocery stores/chain stores used to carry Lays Salt and Vinegar chips - which are my husband and daughter's favorite! Then they were NO where to be found!! I live in LARGE metropolitan area in TEXAS!!! I wrote to Frito-Lay - and they were NOT helpful - they just said ""not all items are available in all markets and you cannot direct order""<br /><br />Doing a search for the individual packs of Baked Lays for school lunches (another impossible to find item) - I found these! My family is sooooo happy!!<br /><br />Thank you, thank you, thank you!!!",positive,2009-08-28
276331,B001DBJK4M,A3N93CW7FKV5DU,"A. Burson ""AN OVERWEIGHT CELIAC""",0,0,4,GLUTEN FREE HOT DOG BUN,"THESE BUNS ARE TOO THICK AND DENSE FOR A HOT DOG, SO I SPLIT THE BUNS IN HALF, TOAST IT AND USE IT AS SANDWICH BREAD OR ADD BUTTER AND JELLY.  THE TASTE IS PALATABLE.  I DON'T EAT THIS BUN AS MUCH AS I WOULD LIKE; I REALLY LIKE HOT DOGS BUT THIS BUN IS A BIT MUCH.  I ALSO TOAST THE BUN AND TAKE IT TO SUBWAY TO MAKE ME A SUB (THEY ARE SO GREAT WITH ME D/T THE FACT THAT I HAVE CELIAC DISEASE) SO THEY ACCOMMODATE ME.",positive,2012-07-31
95733,B001CX58IS,A2PNCC4GN76BUD,"Ethel Witt-McCall ""Ethel Witt-McCall""",3,3,5,EWM in Chicago,"I love, love these Good Health Kettle style olive oil potato chips with sea salt.  They are crunchy, but not as greasy as the Kettle Brand chips that I also love.  They have just the right amount of sea salt.  I normally do not eat potato chips except once or twice a year in very limited amounts.  I ordered them for my grand children, but ended up eating most of them myself.  So good.",positive,2010-04-09
510413,B008LU5RG8,A1BZMQ1PUO3AVO,VeeVee,0,0,5,Favorite snack chip,"Tried these the first time a few months ago, and I was hooked! I have purchased two cases within the last 2 months, and shared them with my family. The last case I just bought is gone, and I am ready to buy another case.  Only problem is, the price for the sea salt (my favorite) increased within the last week, which is disappointing.  I am wondering why the other flavors are the exact price that I paid for but the sea salt is higher???  I am hoping this will change so I can buy them soon.",positive,2012-04-30
223049,B000UUWECC,A3GPWV3S1II5OX,JOY,4,4,1,GREAT except for the RECALL,"I love O.N.E. the most of all Coconut Water. What got me really upset was that Amazon sent me a shipment on March 2011 that had a sell date of May 2011 and got recalled on April 2011. The recall was on all shipments with a sell date of ""May XX, 2011"". Ugh. By April I have already consumed the entire March shipment. Well, I am still alive so my body either killed any potential molding or molding has yet started inside the Coconut water packaging. I emailed Amazon. Ignored. Well, cancelled subscription to all O.N.E. coconut water",negative,2011-05-03
61757,B001HX59ZU,A1F7YU6O5RU432,Angela Streiff,0,0,5,Bold flavor Earl Grey from a K-Cup!,"I have purchased other teas for my Keurig, but none have produced as strong of a flavor as this Bigelow Earl Grey. I have tried all kinds  of brands and blends of tea K-Cups, but none can compare to these. I drink tea rather than coffee, and I like my tea BOLD. I also have found with certain other brands, I ended up with a muddy watter appearance from the K-Cups, but never with Bigelow's. I have never once had a problem with tea leaves in my cup, and never get the ""tea dust"" at the bottom of my cup like with other brands.<br /><br />I would say if you have been disappointed in the past with other Brands of K-Cup Earl Grey, try these. They are the best out there.",positive,2010-07-05
222831,B00473BQOK,A3FVCC12I8FVYN,Erica,1,1,5,Our favourite REAL peanut butter,"I have tried a number of peanut butters - I LOVE peanut butter.  I search the grocery store for peanut butter that is both affordable AND has one or (if I'm desperate) two ingredients: peanuts and if I must, salt.<br /><br />Krema peanut butter is our family's favourite.  It is a great peanut-ty taste.  Until we made the switch to natural, unadulterated peanut butter, I never thought that it tasted much like peanut butter.  I liked it, but it wasn't really peanut-ty.  Once you know what real peanut butter tastes like (and perhaps get used to the lack of sugar) the common stuff like Jif just tastes like nothing.<br /><br />Anyway, what I like most about the Krema peanut butter (we get smooth) is that we can stir it, refrigerate it and it still stays spreadable.  Most of the other peanut butters I tried required refrigeration but then would end up being hard and impossible to spread.  We make a lot of bread in our house so attempting to spread a cold solid on fresh bread is rather frustrating!<br /><br />I came here on Amazon to check prices, but it turns out that my local supermarket actually has a cheaper price for once!  Guess I'll keep shopping local.",positive,2012-03-06
369033,B001D0DMMY,A2PCECBJUND1AL,Judith S. Peterson,4,4,4,Good stuff,"I've enjoyed KIND bars for a long while and it's convenient to be able to order them through your site, though I can buy them at a lower price locally.  Can you do something about that?",positive,2010-01-09
108501,B0030VBQGS,AS96SQKQTQP23,midwestwrkgmom,1,1,5,A Favorite,Our 6 month old has just begun eating purees and this is already a hit - and having tested all our LO foods I can attest to it being delicious.  I am very happy with the HAPPYBABY product line.,positive,2011-05-26
23766,B0013NUGDE,A2MNB77YGJ3CN0,L. Mountford,0,0,5,Great barbecue taste!,"I've tried most of the Popchips flavors, and the barbecue flavor is my favorite. It has a sweet spiciness, but nothing is overpowering; just the right balance of smoke, sweet, and spice, they're all good, but the barbecue has the most robust flavor.<br /><br />Popchips are a good choice for those who are trying to trim a few pounds. They're tasty and filling, but relatively low in calories compared to traditional chips. I parcel mine out into sandwich-size reclosable bags to help with portion control, and still manage to have a satisfying snack that fits in my program.",positive,2012-09-04
282018,B007RTR8A2,A2UOHALGF2X77Q,D. Hentze,0,0,5,Good dry scalp shampoo,"I have normal hair, but suffer from a little bit of dry scalp especially in the winter time. I normally use ""Head and Shoulders Dry Scalp"" which is good shampoo, but nothing special. CLEAR SCALP & HAIR BEAUTY Moisturizing Dry Scalp Nourishing Shampoo in my opinion is better than the Head and Shoulders. It doesn't leave my hair dry or greasy, and I like the fragrance much better than the other brand. It's a little on the strong side, but I like it. The price is also right for a quality shampoo. If you're looking for a dry scalp formula shampoo, I recommend ""CLEAR SCALP & HAIR BEAUTY Moisturizing Dry Scalp Nourishing Shampoo"".",positive,2012-09-11
471888,B001NGJBWS,A14E0EVVX5GJ90,"Arturo J. Sandoval ""arjosa""",0,0,1,Bad packing!,All cookies arrived brocken. Such expensive cookies and so poor pack! I believe the manufacturer should improve the way that they pack.,negative,2012-05-04
438979,B003VIJI38,A2KUE9IGX2J6EY,Tami,0,0,5,Gluten Free,"Perfect for making casseroles, especially for gluten free diets.<br />A smart money buy compared to the price in the grocery store.",positive,2012-05-22
171319,B000WFORH0,AL1XV4L25FZ2S,GameMaker,1,1,5,"Very high quality food, and cat likes it","I recently did a bunch of research on Cat nutrition, and my conclusion was that the Wellness cat foods offered the best combination of excellent nutrition, good variety, and affordability.  So I bought some for my crotchety, picky, 16+ year old cat who had been eating Nutro.  To my great relief, she accepted the switch without complaint!<br /><br />Although I haven't had a long history with this cat food yet, I've been pleased with the results so far, and based on my research I'm convinced I'm doing right by my furry friend.  I certainly recommend it.",positive,2010-11-23
531812,B005K4Q34S,A11LTFLINBPO74,Kestra Kuretich,0,0,5,Tasty and sweet,"These are so tasty, it's similar to the kind of capuccino you might get from a gas station vending machine. I'm not a huge coffee drinker though, so these are more of a treat. It's nice to not have to add creamer to it when I'm in a hurry. I definitely recommend these unless you're a coffee snob. :)",positive,2012-03-12
321617,B001GQ3E3M,AGKR2TF00A5OD,"R. Manhard ""Tanuki-san""",18,18,4,Good stuff,"I have to admit to thinking this was going to be better than I find it to be now that I've tried it. Yet I still give it 4 stars. What's the quibble? I actually wanted a bit more overt chocolate flavor. I expect dark choc to really stand up for itself and in this, it sort of resides behind the peanut butter flavor.<br />My expectations aside, I'd gladly recommend this to anyone. The texture is excellent - silky really. The flavor profile is actually very good (note that I called my missing the choc flavor a *quibble,* not a criticism). The package says, ""try with bananas"" (or something like that) which I haven't done yet but I'm absolutely going to do so as I bet that would be an incredible combination. A sandwich of this with banana might just be my favorite over a traditional PB&J.<br /><br />If you're considering trying this PB blend, definitely do. I'm willing to bet you'll like it.",positive,2010-03-25
125285,B001E5E060,A1MUQUK1M4UK16,"Dancing Bear ""Valarie""",2,2,5,My kid's favorite cereal!,"I had always cringed at the Kashi brand simply because I just ""knew"" it would taste terrible like most of the other good-for-you foods. Then we received a small sample packet. My 5-year-old and I tried it. I was great! Nice crunch but not too hard. Terrific flavor with a hint of sweetness. We gobbled it right down and I had to promise my daughter that I would go out and buy more the next day. We end up eating it dry as a snack as much as a wet cereal. Another great point is the fact that there are no artificial colors in it, as my daughter is allergic to every artificial color and it is difficult to find satisfying treats. I highly recommend this cereal!",positive,2007-05-20
164386,B004B9JIYU,A24LB3MB2R5AM0,Lee J. Zamborsky,1,2,4,Super cute addition to collection!,Every year there is a limited edition M&M holiday dispenser that is cuter than the last.  This year the Nutcracker is just adorable.  A super cute addition to my Christmas decorations . . . I just love him!,positive,2010-12-30
132376,B0032CJY1O,AGM3QXJCJHOME,Maloneathens,1,1,1,Are you kidding me?,"After reading other reviews about this product, I decided to buy it.  Boy was my family diappointed.  We purchased other brands of freeze dried fruit that was light and airy and quite wonderful.  This brand was nothing like the others we tried.  All the pieces were hard and hurt my teeth.  The apple pieces were more peels than actual fruit.  The one larger apple piece was actually a core piece that contained a SEED!  I will never buy this brand again.  It was a total disappointment and waste of money.",negative,2011-04-29
141075,B001M050T8,AL1VR14HA1KKR,Z. Cherry,19,22,2,"""The New Ovaltine"" = Ruining perfection","This highly reminds me of ""THE NEW COKE"" debacle. Until recently, Ovaltine was perfect in my opinion. It dissolved perfectly and uniformly. Tasted great, and was better than most other chocolate drinks in a nutritional sense. Now the formula has changed and I can't stand it. It looks, tastes and mixes like Nesquik. It takes the whole of five minutes of hand mixing to get it to dissolve. WHY? It doesn't taste as rich or of any form of real chocolate. In fact, it is nothing like the good old Ovaltine that I've always loved. It gets two stars because, independent of the old Ovaltine, I simply don't like it. In comparison, I'd give it one star for complete mockery. Whoever decided to change the recipe obviously didn't do their research or even listen to their customer base. I won't drink Ovaltine again until the recipe changes back. They should probably call it ""Ovaltine Classic"" or something to signify it's return.",positive,2009-11-04
233948,B003E6COMO,A389K31U5XZEG4,CFSCT,0,4,5,SPECTACULAR CASE!,"This phone case is spectacular! I purchased one for myself and am in LOVE with the case.  I receive so many compliments on the case.  I purchased one for a wedding planner as an extra thank you gift, and she went absolutely crazy - it was the sweetest thing!  The case is beautiful yet very sturdy and durable.  I would highly recommend this purchase as a gift for anyone that you want to impress, while spending a small amount of money.  The case looks like it costs at least double the price!  It is a must have!",positive,2012-08-21
54600,B001TLY7A8,A16M2WTEO7B147,Elizabeth,1,1,5,Lenore and Poe both give it 4 Paws up!,"This stuff has huge chunks of fish in it. It smells/looks sort of like a can of human tuna, but has a nice blend of other foods to the aroma. My two persians love to eat, so they are experienced eaters and know the difference between good and bad. They love this stuff! Also, since this food is so potent, it is fantastic for masking medications for cats.<br /><br />bottom line, I would totally buy this again and I cant wait to experiment with the other variations of flavors they have.",positive,2011-02-07
84784,B000ETAJZI,A30B6M0IRL5753,Find Health,0,0,5,Both my 5 yr old son and I love them.,Hard to find products that my son's diet allows him to eat.  This is a great treat.  He loves them.  I have a hard time keeping out of the opened bag of cookies myself.  They are crunchy but we love them.,positive,2008-04-05
329653,B002QWHJOU,A235E6VS81NY52,Susan J. Evans,0,0,5,Greenies Lite Treat Tub-Pak 27- ounce,"Greenies lite treats tub pak is the way to go for my dog, she always looks forward to one of these before she goes to bed.",neutral,2012-02-08
63269,B0019ZB4KA,A1PXCJQ6HZMMLE,Christina,1,1,4,"Great Product, great value","My two kitties love this stuff and buying it by the case makes the cost reasonable to feed high quality food.<br /><br />My older girl sometimes needs it heated in the microwave or some extra water added so that she can eat it.  I also sometimes add a few pieces of kibble to the mix to give her more traction to lick it up.  This would happen with any wet food.<br /><br />I gave 4 stars because my latest purchase had many dented cans.  I hope this isn't a trend on amazon's part, but I thought it warranted noting.",positive,2011-03-30
433925,B006BXV14E,A100WO06OQR8BQ,"Duffer. ""Bo""",0,0,5,Yum,"Frosted wheat of any size has been one of my favorites for a long time. This Little Bites Flavored Cinnamon Roll version is a welcome addition to the group.  I don't get the cinnamon roll experience that some of the reviewers have described but I do get a slight taste of cinnamon. Count me in as one who enjoys the taste and who is looking forward to getting more when this box runs out. As you probably know, Publix runs a Kellogg BOGO quite frequently and I plan to take advantage of the offer next time it appears. Unless you dislike the taste of cinnamon, chances are you will enjoy this cereal. It is worth a try.",positive,2012-05-02
455811,B000CR1ELU,A1QVIYIM2LPH2P,E. C. Gledhill,0,0,5,Perfect,"Don't let the low price fool you, these beans are high quality. I use them all the time, and they are consistenly the best beans I've found. I will never buy from anywhere else.",positive,2010-12-14
352953,B000EQX6QK,ASLXW95PZMWOI,A. J. Anderson,0,1,4,Different & tasty,I love these chips - rather have more beets than sweets.  Hard to find in my rural area - but do love them.  I wonder if they will ever make just one of beets !,positive,2010-06-20
101725,B002WD93EW,A2ZAQD9V4BIY9H,"Bonnie L. Anderson ""Bons""",0,0,5,Great  bold coffee,Love this coffee.  I like a bold rich coffee without acidity and this is it.  Smells heavenly in the brewbot!,positive,2011-01-25
220846,B0002NYO8E,ANKQGTXHREOI5,Titanium Lili,4,4,5,Excellent quality,"This seller consistently provides high quality edibles for very reasonable prices, and this Fleur de Sel is no exception.  Extremely tasty, well packaged, and timely delivery.",neutral,2008-05-31
31878,B0062A87HA,A3HOI4Z2NEI78V,Fred Bloggs,0,0,5,NO DENTED CANS!,"I was skeptical of ordering after reading about all the dented can issues, I got my order today. NO DENTED CANS! My order was packaged as if to survive the next millenium and the cans were in mint condition!<br />Great bargain at the price.",negative,2011-03-10
180608,B001JP7G2A,AMM4PT9JSKMVM,Nathan,1,1,1,Worthless,"First off, it says on the front that it should be installed indoors.  I cannot understand what use one would have for an indoor electric fence.  Second, it doesn't have enough juice to properly power 100' of electric poultry netting.  The charge should be between 2000 & 3000 volts on the fence, I could not even get a reading & could hold onto the fence.  When I connected the fence tester directly to the energizer I got a reading of almost 2000 volts, clearly insufficient.  I don't know what this product would be good for, I should have not tried to cheap out and gotten a Gallagher in the first place.  On the positive, amazon was great & processed my refund very quickly so at least I'm not out any money",positive,2012-06-22
285131,B001E5E3JY,A284OP2TZ7K840,Henrietta Reed,1,1,5,Sweetleaf SteviaClear,"http://www.amazon.com/gp/product/B001E5E3JY/ref=cm_cr_rev_prod_title<br /><br />I have been a fan of Sweetleaf SteviaClear for years now.  I am allergic to sugar and this product has been a life saver!!  I use it in my coffee, tea, cereals and anything that I love sweetened.  I take it everywhere with me.  It is great for cooking, as well.  Thank God for a natural sweetener that tasted good and does not effect my insulins levels or have added calories!!!",positive,2012-06-24
101490,B0081XIAOQ,A16EGYRZUWFRPR,"J. Charles ""Jackie""",6,7,5,Great game for your dog,I bought this toy for my 8 month french bulldog a couple of weeks ago and he loves it. I usually set it up for him 2-3 times a week and he is so excited when he sees me getting it ready. At first I was worried that his flat face would prevent him from getting the treats but he has no problem. I would recommend this for anyone that wants to boycott boring toys.,negative,2010-12-22
72225,B001EPPJJW,A385D1W5UAJWQG,Rob,0,0,2,"Earl Grey is nice, perhaps a bit bland.  Warning: Never order loose tea!","I am an avid Earl Grey tea drinker (about 4 cups/day) and generally prefer loose tea.  Without realizing the vendor I choose to give this product a try.  Tea is not too bad, perhaps a bit bland, but not so weak as to warrent two bags per cup. Tea is no worse than Twinings or other mass market products, certainly drinkable and packets are portable and simple to use.  This is no where near the caliber of most loose teas.  One product I do recommend is Kusmi Anastasia tea.<br /><br />As a footnote, I would warn you against purchasing loose tea from Tea District.  I generally purchase by the pound and ordered a pound of tea before I was in dire need of a refill.  After it arrived I stored it in my dry cool basement until it was needed.  In the time it took me to finish my current batch, the tea district tea spoiled - the sealed mylar bag smelled of spoiled oranges or rotten feet or maybe both.  Tasted about as bad too.  Company told me I waited more than 30 days to complain so it's my problem.  Wasn't cheap and wasn't consumable.  If you're looking at loose tea from Tea District, purchase small sample bags not the large sealed bags or better yet, look elsewhere.",negative,2012-07-24
89823,B002LANN56,A7OCP4P0S4YO8,"M. C. Carter ""cartertoggle""",0,0,4,He likes it!,"My picky eater actually likes this dry food and he doesn't like much.  He's always been a fan of Chef Michael's wet food but there aren't many bags of dry food that he will eat without my having to jazz them up with gravy, table scraps, etc.  The Chef Michael's dry food apparently is the one rare exception.",neutral,2012-06-17
313685,B005OVPK9G,A81XIM8XFKWX5,"Vicki Bohn ""Internet Shopper""",1,1,5,"Yummy, Filling & Healthy, too!","I love that my seven-year-old gets her fiber when eating these.  Even my toddler loves these!  They are tasty as a dry snack and even better with milk.  The texture is pleasant both ways as well, as long as you don't leave them in your milk long enough to get soggy!  The nutrition facts are great with 1 cup of cereal giving you 5g of fiber, 6g of protein, & only 9g of sugar, which isn't too bad compared to other breakfast cereals.  The ingredients are not perfect for my standards, but since my picky eater readily eats them, I'm willing to overlook that.  They have yellow 5 & yellow 6 in them.  I wish they didn't, but it's not that big of a deal to me.  I'm glad to see no high fructose corn syrup in these.  The only thing that keeps me from buying more of this cereal is the price.  I feel it's a little pricey, but it does taste great!",positive,2012-05-24
296681,B007KFHOGG,A33CQ8S6LZTUP4,K. Clayton,3,3,5,YUMMY!!!,I love coconut water and the great properties it holds and have rotated through a few of the ones on the market never finding one that tasted like Zola! WOW!<br /><br />This coconut water is clean and sweet and so so so easy to drink.<br /><br />My 7 year old LOVED it and she doesn't like the other waters I brought home.<br /><br />I am so happy I found Zola.,positive,2012-04-08
531001,B000LEQ0QS,A2XI9CCN1ICA92,Tracy,0,0,5,YUMMY!,I Love this stuff! So easy to make. Reminds me of when my mom use to make it growing up!!!,positive,2011-07-10
214086,B000JIN1H2,A2A1XYSB692L6J,"Patricia ""A Reader""",0,2,5,Y U M M Y.... .A N D.....B E T T E R....F O R....Y O U R....T U M M Y ...!,"WHILST I'LL NEVER STOP CONSIDERING POTATO CHIPS, (especially barbeque potato chips, sigh!), as my favourite snack, PIRATE'S BOOTY popcorn snacks come a very, (very!) close second.  Since they are made of popcorn, (and not potatos), they are better for one's over-all health -- especially one's eyes.  Potatos are,  (ssady : (  a STARCH, and no matter how much nutrition they contain, they still are loaded with carbohydrates, and starches..... :_(<br /><br />Aha - and Avast, there!  As here come the (very!) friendly ""Pirates"", who make ""Pirate's Booty"" snacks.  This particular flavour, AGED WHITE CHEDDAR, is totally scrumptious, besides giving the crunchiness that potato chip lovers crave! : )(People who list potato chips as their favourite snacks -- such as Diane Sawyer, (and me!) -- are reputed to show a personality that wants to TAKE CHARGE!  Yep -- potato chip lovers are the natural leaders of the world, those who crave power!<br />I know that both I -- and I'm sure Ms. Sawyer -- want power so that we can do GOOD things for the rest of humanity, abd why not?  (Don't kid yourself -- there ARE, and HAVE BEEN such people, throughout history.  THEODORA, once a slave and then wife of Emporer Justinian was one.  With her power, she wanted to HELP the poor of Byzantium.<br />Really!  Of course, the born aristocrats didn't like THAT too<br />much!  Or, THE GREAT of Russia, who worked alongside of workers to help build his palace!  And J.F.K. Jr, (and Sr?) who belonged to the 'ROBIN HOOD SOCIETY', as well as OPRAH WINFREY, (I'm not sure that potato chips were/ are the favourite snack of JFK Jr., (or Senior), or of Ms. Winfrey -- but I'd take a bet on it),..as well<br />as....well.....DIANE SAWYER, whom I saw on TV saying that potato chips WERE her favourite snack, and....and...well, and hopefully, me, if I ever can find a way to get the wealth and power which my love of potato chips so clearly indicates!)<br /><br />Yet potato chip must, of course, be eaten with discretion, and not with abandon....or one's hope for a healthy life will also soon be....abandned.  PIRATE'S BOOTY, who's major ingredient is not potato chips, but much more healthy popcorn, (here topped with scrumptious aged white cheddar cheese -- also a carbohyrate and starch...but which here, as a topping, is, though one can definitely taste it('s yumminess), is not nearly as much of an ingredient as<br />potato chips have potatos!  For those who have heretofore only had<br />the caramel, Cracker-Jack type coated popcorn, the infinitely lighter, (though still totally scrumptious!) taste of PIRATE'S BOOTY snacks will come as a revelation.  One can find oneself eating just as much of PIRATE'S BOOTY snacks, (especially THIS delightful aged cheddar flavour...at least for me!), as one heretofore did with potato chips!  Only -- much of the guilt is gone, because, ounce for ounce, these PIRATE'S BOOTY snacks are far, far healthier!<br /><br />And -- PLEASE don't think of ""nasty"" pirates, such as Peter Pan's Captain Hook, or the real-life Salesian Pirates, when you eat this wonderful snack.  Think of....Caotain Ballows, in the movie, ""The Crimson Pirate"", or Dr. Peter Blood, (played by Errol Flynn!), in the movie, ""Captain Blood"".  These are good, and HEROIC pirate figures...pirates who fought for freedom! (And who knows, but that SOME present, real-life ""pirates"", may someday soon do the same thing?)<br /><br />Althogh these snacks are NOT vegan, they ARE certified kosher.<br /><br />At any rate -- be sure to FREE yourself of needless calories,<br />and carbohydrates!  Have delicious PIRATE'S BOOTY Snacks, at least half the times you reach for potato chips!  As the Pirate's parrot might say: ""Awwwwk!  They're Goooooood!""",positive,2010-10-23
531461,B000H26JEW,A1V2PCUWD6XFQW,Don C Gottschalk,0,1,5,Greek Spice - Don,"We love this seasoning.  We use it on Stake and Pork chops.  It is also GREAT in split Pea soup.  Once you try it, you will buy it by the case like I do.",positive,2010-08-01
478578,B003A9Q7E6,A4JS8BC0B8Z65,umm2_9,0,0,5,excellent rolled wafers,"If your looking for a delicious, lightly sweetened wafer offset by a rich creamy dark chocolate then this is the way to go. Conveniently packaged these are perfect for short (or long) road trips, y kids love these and because it is a wafer, I can even share these delectable goodies with my 1 year old (every once in a while :-)",positive,2012-04-23
35381,B000GW46D4,AOV9UT5TNSDMZ,kwanhy,0,0,5,Jack Links's beef steak,The shipping charge was free and the transaction was smooth and quick. the product is fresh and easy to order. will order again and recommend.,positive,2010-02-11
